subid,stress_cond,env,trial_time,reaction_time,reward
31730_prestress,pre,short,297923.3402306854,446.0,5.970351833104881
31730_prestress,pre,long,335632.0337393518,685.0,5.360918873459012
31730_prestress,pre,long,345166.349846686,718.0,5.4398030447211365
31730_prestress,pre,long,352257.49761199765,582.0,4.679838675940061
31730_prestress,pre,long,359172.55469885096,861.0,6.585332112623579
31730_prestress,pre,long,366155.0806152773,698.0,5.9280700310670245
31730_prestress,pre,long,372664.9830173428,779.0,5.287671763482228
31730_prestress,pre,long,379443.0158575906,647.0,4.866614001266656
31730_prestress,pre,long,391304.0357809059,563.0,7.051974426096565
31730_prestress,pre,long,398051.27071674727,448.0,6.726487804994804
31730_prestress,pre,long,404698.94082576863,573.0,6.184367163067224
31730_prestress,pre,long,410930.9814387725,532.0,5.671627459487508
31730_prestress,pre,long,417631.12554841064,497.0,4.7816334896667065
31730_prestress,pre,long,429086.3887499672,682.0,7.231980575017212
31730_prestress,pre,long,436056.657841531,1329.0,7.142571420268645
31730_prestress,pre,long,443470.61474927247,1016.0,6.534324078823919
31730_prestress,pre,long,451014.54211611964,618.0,5.935204631605485
31730_prestress,pre,long,457824.57693471404,685.0,5.339545230436043
31730_prestress,pre,long,464533.62163161364,681.0,4.620316315180414
31730_prestress,pre,long,475528.4936513526,731.0,6.9384948042653365
31730_prestress,pre,long,482248.3378802135,528.0,6.481700643342057
31730_prestress,pre,long,489691.7503553359,786.0,6.240643439158663
31730_prestress,pre,long,496202.66879354673,506.0,5.767834898412668
31730_prestress,pre,long,503013.5517574017,523.0,5.546406806715179
31730_prestress,pre,long,509544.6846535087,489.0,4.931329197606456
31730_prestress,pre,long,516157.54643861874,473.0,6.749207924245957
31730_prestress,pre,long,526754.452663854,672.0,6.034691855419605
31730_prestress,pre,long,533749.6952286583,596.0,5.420877760158118
31730_prestress,pre,long,540030.1231805552,631.0,5.124905716055861
31730_prestress,pre,long,546408.1613143043,413.0,4.515434876221465
31730_prestress,pre,long,552806.5324171621,1416.0,7.26697615248688
31730_prestress,pre,long,559941.3365536766,632.0,6.356451314653459
31730_prestress,pre,long,566370.1164491194,547.0,5.690612457336489
31730_prestress,pre,long,576778.0170387523,647.0,0.0
31730_prestress,pre,long,583147.4907620505,752.0,0.0
31730_prestress,pre,long,589652.9825717408,580.0,0.0
31730_prestress,pre,long,595924.2697536466,614.0,0.0
31730_prestress,pre,long,602285.3272055127,565.0,0.0
31730_prestress,pre,long,608994.7839264023,513.0,0.0
31730_prestress,pre,long,619332.2493507549,396.0,0.0
31730_prestress,pre,long,625469.9416055738,706.0,0.0
31730_prestress,pre,long,631915.3055653642,619.0,0.0
43000_prestress,pre,short,0.0,1.0,7.151024941637761
43000_prestress,pre,short,8752.275424311336,604.0,6.638574034124296
43000_prestress,pre,short,15078.003204555898,515.0,6.357805836073493
43000_prestress,pre,short,22005.692511167752,549.0,5.673190394776009
43000_prestress,pre,short,28698.45492368637,843.0,5.061792792822365
43000_prestress,pre,short,35815.28018532066,763.0,4.6929328937212995
43000_prestress,pre,short,42795.22840361602,714.0,4.25421006541047
43000_prestress,pre,short,49791.431289296466,1.0,6.692028649013453
43000_prestress,pre,short,65738.34398094962,473.0,6.11414974769094
43000_prestress,pre,short,73063.80748014137,570.0,5.780805250321342
43000_prestress,pre,short,79993.34003846101,845.0,5.048436693722621
43000_prestress,pre,short,87112.73107802967,678.0,4.403693126450686
43000_prestress,pre,short,94037.74992138725,554.0,7.091128565889894
43000_prestress,pre,short,100773.47005367787,671.0,6.19471345916482
43000_prestress,pre,short,111711.99093306618,600.0,6.230426847613251
43000_prestress,pre,short,118423.77723595993,687.0,5.876169435019618
43000_prestress,pre,short,125411.95056008619,745.0,5.382574091963454
43000_prestress,pre,short,132219.49311763153,630.0,5.311616871134493
43000_prestress,pre,short,138929.9402385087,1114.0,4.298556591036199
43000_prestress,pre,short,145894.4870735357,612.0,7.2126835727274425
43000_prestress,pre,short,152690.37321699172,2246.0,6.672047260652023
43000_prestress,pre,short,160703.65916672067,735.0,6.142655754762295
43000_prestress,pre,short,171265.83039556042,488.0,5.481031110336151
43000_prestress,pre,short,177383.97587734202,690.0,4.91398475128682
43000_prestress,pre,short,184156.63491607003,447.0,4.55100581848273
43000_prestress,pre,short,190739.43073308165,572.0,4.124096806805372
43000_prestress,pre,short,197024.91984659847,545.0,6.76369296961296
43000_prestress,pre,short,203166.50970452666,480.0,6.454375986973821
43000_prestress,pre,short,209231.53508972912,512.0,6.128133216939598
43000_prestress,pre,short,215341.69248904558,513.0,5.628150134405196
43000_prestress,pre,short,226135.6144988773,480.0,5.127855274767237
43000_prestress,pre,short,232282.6626098801,511.0,4.433318445958125
43000_prestress,pre,short,238401.81346577144,504.0,7.012676593210918
43000_prestress,pre,short,244927.6363713935,481.0,6.532275975090597
43000_prestress,pre,short,251344.43484938744,972.0,6.0065497623962
43000_prestress,pre,short,258119.55537576898,896.0,5.588961682848869
43000_prestress,pre,short,264640.81163121056,621.0,5.000468178021183
43000_prestress,pre,short,275019.34150168515,539.0,4.715493700757821
43000_prestress,pre,short,281231.7397199016,596.0,3.842273816678952
43000_prestress,pre,short,287428.84558559785,563.0,2.613067544125985
43000_prestress,pre,short,294236.69587847975,496.0,2.3722094648094787
43000_prestress,pre,short,300424.7075526705,637.0,1.7713504299845644
43000_prestress,pre,long,337915.3672519036,581.0,1.099115698843025
43000_prestress,pre,long,345869.8026701472,538.0,6.9315735917233265
43000_prestress,pre,long,352681.433485713,632.0,6.53959942700287
43000_prestress,pre,long,359023.5719737251,581.0,5.987821974714917
43000_prestress,pre,long,365291.2811744982,2262.0,5.149629597211248
43000_prestress,pre,long,373270.43615459604,598.0,4.3380978517364275
43000_prestress,pre,long,379630.88706784707,681.0,4.181695873130299
43000_prestress,pre,long,405216.1838764065,548.0,3.976619287902562
43000_prestress,pre,long,411546.50911986904,861.0,3.263199965311677
43000_prestress,pre,long,418681.42677005095,593.0,2.888889335727484
43000_prestress,pre,long,425255.5115833319,583.0,2.8322530912279094
43000_prestress,pre,long,432001.7990073461,613.0,1.9624850371878433
43000_prestress,pre,long,438703.940434448,702.0,1.6421127032208045
43000_prestress,pre,long,445629.47677882086,664.0,0.9084078740990605
43000_prestress,pre,long,452175.42691858555,670.0,7.28584817649145
43000_prestress,pre,long,458602.79545357585,566.0,7.090290301870095
43000_prestress,pre,long,465483.8697698818,630.0,6.741765990553931
43000_prestress,pre,long,472447.90265924414,823.0,6.365983184026112
43000_prestress,pre,long,479011.22621668037,526.0,5.77147970950422
43000_prestress,pre,long,485607.8882956282,597.0,5.16798175526403
43000_prestress,pre,long,492326.853246193,445.0,4.636076795180888
43000_prestress,pre,long,517659.36186989315,547.0,4.0136904634841635
43000_prestress,pre,long,523941.6183797398,645.0,3.603966334612171
43000_prestress,pre,long,530620.3284669803,532.0,3.1319868576197853
43000_prestress,pre,long,537280.6332948302,663.0,2.740359429667213
43000_prestress,pre,long,543911.8932794395,549.0,2.8399048997066556
43000_prestress,pre,long,550643.1431510518,531.0,2.80454613071378
43000_prestress,pre,long,557321.4021038193,597.0,2.725273146628124
43000_prestress,pre,long,563959.7131385211,564.0,1.9818149065385964
43000_prestress,pre,long,571200.2898795763,704.0,1.7760172562987497
43000_prestress,pre,long,578112.3391993982,567.0,1.4575808314109149
43000_prestress,pre,long,584824.0046203755,2143.0,1.0874521644726802
43000_prestress,pre,long,593688.1847012478,630.0,0.0
43000_prestress,pre,long,600451.4761815219,526.0,0.0
43000_prestress,pre,long,607262.0712049794,514.0,0.0
43000_prestress,pre,long,613709.693386574,479.0,0.0
43000_prestress,pre,long,620566.1038415167,668.0,0.0
43000_prestress,pre,long,626920.4928821883,756.0,0.0
43000_prestress,pre,long,634234.4737844256,603.0,0.0
47131_prestress,pre,short,0.0,883.0,7.121902564438156
47131_prestress,pre,short,9089.618970643642,686.0,6.203652707622854
47131_prestress,pre,short,15901.143870245505,1997.0,5.421186792376748
47131_prestress,pre,short,23480.54598906674,996.0,4.866280628459851
47131_prestress,pre,short,30064.219252068142,544.0,4.251854934756958
47131_prestress,pre,short,36155.680677062264,756.0,3.5009122120782283
47131_prestress,pre,short,42469.903286948465,1.0,7.326008518526791
47131_prestress,pre,short,52167.66571620792,462.0,7.0060516958223875
47131_prestress,pre,short,58962.55638171169,680.0,6.644635590822442
47131_prestress,pre,short,65232.53796506833,681.0,6.224080949063597
47131_prestress,pre,short,71590.0539068025,599.0,6.098170422473125
47131_prestress,pre,short,77786.390646148,514.0,5.431607835795059
47131_prestress,pre,short,83899.43612364004,548.0,5.378563214608296
47131_prestress,pre,short,90017.4029768441,634.0,5.6773077039526285
47131_prestress,pre,short,96265.61839546957,566.0,4.8969246434109
47131_prestress,pre,short,102409.21961945241,632.0,4.235612377934062
47131_prestress,pre,short,108643.28203377954,512.0,7.399667752356545
47131_prestress,pre,short,114766.62495072014,1.0,6.832107174490761
47131_prestress,pre,short,124778.05496234214,631.0,6.566257319954772
47131_prestress,pre,short,130992.43463909079,519.0,6.21312322723812
47131_prestress,pre,short,137155.26351758672,723.0,5.659836589465386
47131_prestress,pre,short,143502.9841123869,496.0,5.0925909080834275
47131_prestress,pre,short,150285.9600554002,682.0,4.62481720270976
47131_prestress,pre,short,156579.46018931762,723.0,4.164866472180419
47131_prestress,pre,short,162942.6204251704,673.0,3.841516819134652
47131_prestress,pre,short,169191.30751843113,530.0,6.540630228394739
47131_prestress,pre,short,175372.0627983039,565.0,5.84000518946462
47131_prestress,pre,short,181549.1853144067,1.0,5.416720977484894
47131_prestress,pre,short,197881.90436461082,568.0,4.859056795657211
47131_prestress,pre,short,204038.87246850174,581.0,4.111600129344957
47131_prestress,pre,short,210202.79678566114,514.0,3.6027190560648794
47131_prestress,pre,short,216333.27289261433,489.0,7.035590272884568
47131_prestress,pre,short,222484.55048301184,654.0,6.457806132055582
47131_prestress,pre,short,228717.1382227898,514.0,6.338720784005074
47131_prestress,pre,short,234806.4719764443,1.0,5.698715374701992
47131_prestress,pre,short,245151.77099208994,648.0,5.178655255819366
47131_prestress,pre,short,251400.6646898997,604.0,4.477573799706226
47131_prestress,pre,short,257649.2897622902,882.0,4.030278204369402
47131_prestress,pre,short,264175.21883095836,555.0,3.923408216141354
47131_prestress,pre,short,270340.33892627305,501.0,6.2641454027081735
47131_prestress,pre,short,276452.4422396098,515.0,5.745297459236766
47131_prestress,pre,short,282583.277435544,532.0,5.161058919396066
47131_prestress,pre,short,288702.34802319465,494.0,4.502418069962708
47131_prestress,pre,short,294810.5041230065,1.0,4.308357967065854
47131_prestress,pre,long,335696.43115328107,578.0,3.941906747319293
47131_prestress,pre,long,343506.855478734,745.0,3.4934808156833244
47131_prestress,pre,long,349865.1168560082,498.0,2.880955238060109
47131_prestress,pre,long,355978.7687158841,582.0,6.777243071875316
47131_prestress,pre,long,362209.15649247944,531.0,5.6811562809007725
47131_prestress,pre,long,368328.1701947453,485.0,5.203627626146749
47131_prestress,pre,long,374470.2750171255,557.0,5.026376913125103
47131_prestress,pre,long,380667.5965846662,572.0,4.217238709861591
47131_prestress,pre,long,386913.07162896916,1.0,3.6705572283681325
47131_prestress,pre,long,411718.2700048906,422.0,2.9342245600020815
47131_prestress,pre,long,418266.54870850506,464.0,2.3785409264543294
47131_prestress,pre,long,424418.3015288745,464.0,2.114710929627053
47131_prestress,pre,long,430615.4263677981,484.0,7.044756471406524
47131_prestress,pre,long,436777.9751647904,456.0,6.891338681420485
47131_prestress,pre,long,442901.5235011702,931.0,6.1060337484763645
47131_prestress,pre,long,449448.8217220005,517.0,5.350673527573181
47131_prestress,pre,long,455664.77522768034,486.0,4.786051806765619
47131_prestress,pre,long,461759.12674616487,514.0,4.412066832221295
47131_prestress,pre,long,467955.6246607626,1.0,3.991883263242322
47131_prestress,pre,long,492828.8540044541,446.0,3.677060481258099
47131_prestress,pre,long,498979.95540818013,480.0,3.409543019261713
47131_prestress,pre,long,505154.296861112,429.0,2.8041148119352375
47131_prestress,pre,long,511283.54953729286,555.0,2.7350387490378765
47131_prestress,pre,long,517481.61456518754,512.0,2.442085545504181
47131_prestress,pre,long,523678.1756857654,573.0,1.9125381077700112
47131_prestress,pre,long,529909.3298348835,533.0,7.23279181307643
47131_prestress,pre,long,536122.2170604015,363.0,6.809775338935884
47131_prestress,pre,long,542169.8870114087,632.0,6.36315593133694
47131_prestress,pre,long,548482.7479274372,466.0,5.901611115767976
47131_prestress,pre,long,554979.7282616855,498.0,5.203873445515497
47131_prestress,pre,long,561178.7449346338,466.0,4.762954348349797
47131_prestress,pre,long,567444.9159874002,545.0,0.0
47131_prestress,pre,long,573625.660601263,1.0,0.0
47131_prestress,pre,long,598508.3096113395,602.0,0.0
47131_prestress,pre,long,604789.737797888,633.0,0.0
47131_prestress,pre,long,611101.7687403765,630.0,0.0
47131_prestress,pre,long,617486.5841354567,447.0,0.0
47131_prestress,pre,long,623631.9918653899,464.0,0.0
47131_prestress,pre,long,629724.0944360564,797.0,0.0
47204_prestress,pre,short,0.0,563.0,6.9335328611046245
47204_prestress,pre,short,7731.068303273787,699.0,6.30196407381317
47204_prestress,pre,short,14694.49114645613,1031.0,6.117766948719998
47204_prestress,pre,short,21996.458898893252,1276.0,5.54766284025527
47204_prestress,pre,short,29687.673618243934,598.0,4.861718102285918
47204_prestress,pre,short,37547.70452584671,613.0,4.236854647279833
47204_prestress,pre,short,44266.06097140939,1012.0,4.006734709372583
47204_prestress,pre,short,51488.886457224,8619.0,3.7485187516604546
47204_prestress,pre,short,66370.07271819311,5435.0,3.1863891150415107
47204_prestress,pre,short,78341.18137832775,765.0,2.328725918314051
47204_prestress,pre,short,85679.30636450001,1887.0,1.968118837904912
47204_prestress,pre,short,97168.09248262689,4978.0,1.1592537682086452
47204_prestress,pre,short,108545.80361347143,3496.0,0.6082067884509207
47204_prestress,pre,short,118790.30748008154,7712.0,0.0
47204_prestress,pre,short,133184.99211508426,7076.0,0.0
47204_prestress,pre,short,147227.3672126594,1015.0,6.808867745885557
47204_prestress,pre,short,160107.156626962,961.0,6.31196838840571
47204_prestress,pre,short,169454.99001349346,820.0,5.9787799006014755
47204_prestress,pre,short,177360.9094672702,1351.0,5.340347399033236
47204_prestress,pre,short,185043.0549542234,17744.0,4.933386687138366
47204_prestress,pre,short,209542.3186074513,4654.0,4.315428209668231
47204_prestress,pre,short,220552.1463086261,581.0,3.907619545539254
47204_prestress,pre,short,227906.03993970217,597.0,3.6391176658337434
47204_prestress,pre,short,235163.91616391775,1379.0,2.9769769385038147
47204_prestress,pre,short,242313.25985140394,736.0,2.0257572497527576
47204_prestress,pre,short,249294.80180262728,563.0,1.713128896901435
47204_prestress,pre,short,256184.98934983474,564.0,1.116063444004324
47204_prestress,pre,short,263104.1401334278,565.0,0.10799963312621585
47204_prestress,pre,short,270261.2332386307,948.0,0.0
47204_prestress,pre,short,277543.80828753527,500.0,7.164278528618985
47204_prestress,pre,short,284406.9852604225,563.0,6.581252126375139
47204_prestress,pre,short,296508.13220742746,723.0,5.649054979234026
47204_prestress,pre,long,335300.39037439926,1056.0,4.758712265243725
47204_prestress,pre,long,344575.6458045617,766.0,4.357147837734468
47204_prestress,pre,long,351457.90340268106,898.0,3.794704752742217
47204_prestress,pre,long,358485.3346901491,644.0,3.2570259232867533
47204_prestress,pre,long,365281.49186068185,872.0,2.9726685477932815
47204_prestress,pre,long,371862.113931491,1538.0,2.0267257627207664
47204_prestress,pre,long,379128.1800383658,598.0,1.0929705714560423
47204_prestress,pre,long,386053.7165760197,665.0,0.4218287399637546
47204_prestress,pre,long,392923.7320140182,696.0,0.0
47204_prestress,pre,long,399986.2152249971,515.0,6.629647014759197
47204_prestress,pre,long,406713.16567486245,582.0,5.706882701464629
47204_prestress,pre,long,413010.40326836845,672.0,5.07999576689925
47204_prestress,pre,long,439260.7773672917,656.0,4.702342012911202
47204_prestress,pre,long,447505.4704560607,767.0,4.320292074160781
47204_prestress,pre,long,454468.9723064093,788.0,4.134001588948484
47204_prestress,pre,long,461174.1649732794,1673.0,3.935241097461352
47204_prestress,pre,long,469234.4245276163,706.0,3.5354366615988218
47204_prestress,pre,long,475673.71147215634,788.0,3.1724697496649394
47204_prestress,pre,long,482210.7184279466,1180.0,3.1998103151267143
47204_prestress,pre,long,489811.12626293,980.0,2.6022119445707372
47204_prestress,pre,long,497928.3025784771,580.0,2.0849570101334023
47204_prestress,pre,long,504218.08979638264,679.0,1.6576402636494052
47204_prestress,pre,long,510679.99254172354,637.0,0.8778821453265261
47204_prestress,pre,long,517690.04067288735,564.0,0.5272250260284636
47204_prestress,pre,long,524654.2053933444,680.0,0.4306604824120122
47204_prestress,pre,long,531098.3579941022,536.0,0.0
47204_prestress,pre,long,537959.1386796946,664.0,6.865127942737564
47204_prestress,pre,long,544321.3106814529,671.0,6.135530618411346
47204_prestress,pre,long,551890.2554933684,465.0,5.691282651213264
47204_prestress,pre,long,558949.4385750896,698.0,5.245403964744813
47204_prestress,pre,long,584986.3989166534,696.0,4.9030292927243995
47204_prestress,pre,long,592434.2861860713,547.0,4.639363626782176
47204_prestress,pre,long,599397.2827856032,579.0,4.081971649461076
47204_prestress,pre,long,605725.8368438852,1713.0,0.0
47204_prestress,pre,long,613155.7096897541,1428.0,0.0
47204_prestress,pre,long,622291.2591213771,864.0,0.0
47204_prestress,pre,long,632045.7036694079,637.0,0.0
47324_prestress,pre,short,0.0,531.0,7.527979845681701
47324_prestress,pre,short,9548.882320734265,956.0,6.918561577264801
47324_prestress,pre,short,16195.685322702047,939.0,5.983773223424373
47324_prestress,pre,short,22792.09103557514,696.0,5.577821047054687
47324_prestress,pre,short,29192.929146885945,648.0,5.032242392114991
47324_prestress,pre,short,35534.16559809011,536.0,7.047910656901362
47324_prestress,pre,short,66241.95012574091,481.0,6.369584568184149
47324_prestress,pre,short,72416.1217125984,750.0,5.72484796106137
47324_prestress,pre,short,78869.89443811035,429.0,5.253142559121626
47324_prestress,pre,short,84957.8751887293,523.0,7.148592497499335
47324_prestress,pre,short,91156.37673292986,466.0,6.480440305432775
47324_prestress,pre,short,116411.60485516775,548.0,5.785141558728212
47324_prestress,pre,short,122640.20429753327,448.0,5.093372302389938
47324_prestress,pre,short,128727.71969411588,1080.0,6.996694883274003
47324_prestress,pre,short,135487.4769199414,485.0,6.622858076985422
47324_prestress,pre,short,141646.69239150133,416.0,7.069126604725354
47324_prestress,pre,short,167133.29351356515,598.0,6.324976301187522
47324_prestress,pre,short,173381.75188018067,513.0,6.082238487052473
47324_prestress,pre,short,179442.3853779281,447.0,7.087310288970614
47324_prestress,pre,short,204700.93694966455,852.0,6.325716377895691
47324_prestress,pre,short,211579.43885729945,498.0,5.719563974248818
47324_prestress,pre,short,217713.1151620888,429.0,6.863328026097834
47324_prestress,pre,short,223822.73487540078,530.0,5.968200432780482
47324_prestress,pre,short,249628.14775662264,996.0,6.9339186995979745
47324_prestress,pre,short,256305.7711801266,488.0,6.572004127435138
47324_prestress,pre,short,262469.76620897657,531.0,5.557569627987333
47324_prestress,pre,short,269117.8530824382,581.0,6.910246340719451
47324_prestress,pre,short,294504.6594659252,515.0,6.489771263167887
47324_prestress,pre,long,331850.0987198422,401.0,6.661397081070011
47324_prestress,pre,long,340312.71396212286,589.0,6.008379420071754
47324_prestress,pre,long,351127.81790040754,633.0,6.888164110721236
47324_prestress,pre,long,357460.2458080608,674.0,6.288198291157245
47324_prestress,pre,long,363886.1478561721,813.0,5.853013090620548
47324_prestress,pre,long,370405.6721837587,368.0,7.273312513317733
47324_prestress,pre,long,380647.93162376917,412.0,6.873483681682954
47324_prestress,pre,long,387595.6504013975,436.0,6.17032410789475
47324_prestress,pre,long,393756.88569909474,582.0,7.049082986081738
47324_prestress,pre,long,404219.6490803926,455.0,6.492048654679749
47324_prestress,pre,long,410450.4512512031,615.0,6.951966523348646
47324_prestress,pre,long,416831.91712431837,572.0,6.443081739071912
47324_prestress,pre,long,427288.4321993388,469.0,7.141737555680128
47324_prestress,pre,long,433502.43738065,415.0,6.510597313690149
47324_prestress,pre,long,439685.13505933154,580.0,6.985955817142348
47324_prestress,pre,long,446047.2678029528,513.0,6.507156298633914
47324_prestress,pre,long,456388.53348692466,439.0,7.1810014334649495
47324_prestress,pre,long,462570.8807674473,846.0,6.749010905287278
47324_prestress,pre,long,469151.9132055473,1115.0,6.604702441016501
47324_prestress,pre,long,475997.1091164352,590.0,6.948343139478825
47324_prestress,pre,long,486443.4863471142,462.0,6.734675550728464
47324_prestress,pre,long,492661.48377620993,1012.0,0.0
47324_prestress,pre,long,499455.77082459384,480.0,0.0
47324_prestress,pre,long,510214.5029284129,449.0,0.0
47324_prestress,pre,long,516392.3033286646,815.0,0.0
47324_prestress,pre,long,522911.3208232902,671.0,0.0
47324_prestress,pre,long,533417.2116207356,498.0,0.0
47324_prestress,pre,long,539630.4725516184,631.0,0.0
47324_prestress,pre,long,545946.2160554249,465.0,0.0
47324_prestress,pre,long,556220.9432228574,480.0,0.0
47324_prestress,pre,long,562435.6665821287,711.0,0.0
47324_prestress,pre,long,568849.0514757413,497.0,0.0
47324_prestress,pre,long,579178.2724699242,430.0,0.0
47324_prestress,pre,long,585311.1666006953,388.0,0.0
47324_prestress,pre,long,591421.2710248776,563.0,0.0
47324_prestress,pre,long,601815.6629161822,551.0,0.0
47324_prestress,pre,long,608079.8797190182,564.0,0.0
47324_prestress,pre,long,618493.1765192942,414.0,0.0
47324_prestress,pre,long,624637.7416344912,480.0,0.0
47324_prestress,pre,long,630836.2127608143,456.0,0.0
48238_prestress,pre,short,0.0,847.0,6.859266807301642
48238_prestress,pre,short,9983.247654312436,720.0,6.377642659562873
48238_prestress,pre,short,16766.363916128284,683.0,5.675088793203874
48238_prestress,pre,short,23839.76159728354,540.0,5.2621674648248
48238_prestress,pre,short,30006.61426505303,603.0,4.913474475159968
48238_prestress,pre,short,37034.38367003764,778.0,7.426017867122496
48238_prestress,pre,short,63439.11719728658,553.0,6.9696617203928195
48238_prestress,pre,short,70899.2390217536,665.0,6.399933831882004
48238_prestress,pre,short,77753.41191863481,564.0,5.658189872853816
48238_prestress,pre,short,84694.80833722082,613.0,5.317555120934101
48238_prestress,pre,short,91441.90899153728,582.0,4.425080722452686
48238_prestress,pre,short,98102.76109913047,597.0,3.985587863632117
48238_prestress,pre,short,104820.06931487468,1021.0,3.667641177150611
48238_prestress,pre,short,112385.28617372504,1112.0,3.463049589698837
48238_prestress,pre,short,119326.03906141684,616.0,3.027050577047791
48238_prestress,pre,short,125596.46030354543,1213.0,2.507875342606107
48238_prestress,pre,short,132592.3865831119,695.0,1.8225452421527577
48238_prestress,pre,short,139516.49260255543,748.0,2.138276605453524
48238_prestress,pre,short,146448.4505680175,747.0,1.391800867157714
48238_prestress,pre,short,153399.8744541941,1130.0,0.793008066566092
48238_prestress,pre,short,160195.74756048858,686.0,0.2376302495796332
48238_prestress,pre,short,166952.7247745964,870.0,0.0
48238_prestress,pre,short,173788.17680863175,688.0,0.0574758940480008
48238_prestress,pre,short,180498.89130174596,651.0,0.0
48238_prestress,pre,short,187016.684397674,715.0,0.0
48238_prestress,pre,short,193779.6161490305,598.0,7.248011434093388
48238_prestress,pre,short,200488.81721865837,678.0,7.171019063139449
48238_prestress,pre,short,225978.58807978538,555.0,6.314656223952151
48238_prestress,pre,short,233107.4313399149,647.0,5.6124117200499555
48238_prestress,pre,short,239457.091817123,554.0,5.182622501911332
48238_prestress,pre,short,245753.49369327887,554.0,4.969263128351685
48238_prestress,pre,short,252018.88401708676,696.0,4.816486372063074
48238_prestress,pre,short,258394.74990983034,671.0,4.404072968850851
48238_prestress,pre,short,264973.7606104573,489.0,3.8589503178022264
48238_prestress,pre,short,271121.26626653754,680.0,3.42328977036819
48238_prestress,pre,short,277552.95105728327,685.0,2.8374114587648878
48238_prestress,pre,short,284398.2559483156,656.0,1.9979639320328821
48238_prestress,pre,short,291215.9273303896,3648.0,1.5194328373359967
48238_prestress,pre,long,332209.00176862325,536.0,1.290517846086773
48238_prestress,pre,long,340223.8377433041,562.0,0.8193429825776075
48238_prestress,pre,long,347019.46947613306,648.0,0.3465654188772398
48238_prestress,pre,long,353316.8498826908,615.0,6.447171468842681
48238_prestress,pre,long,361083.32441186486,1613.0,5.691195883659621
48238_prestress,pre,long,369698.20494780014,479.0,5.356272005092004
48238_prestress,pre,long,379984.91909643327,731.0,4.645254535010838
48238_prestress,pre,long,386470.87499264214,730.0,4.259986711157173
48238_prestress,pre,long,392980.6427170988,747.0,3.678533626893517
48238_prestress,pre,long,399411.5113415901,532.0,3.2371394802182594
48238_prestress,pre,long,405694.85732299834,594.0,2.5580862182936652
48238_prestress,pre,long,411989.578275914,680.0,2.197098883577437
48238_prestress,pre,long,418850.3603022418,880.0,7.393693488437286
48238_prestress,pre,long,425469.6057079491,748.0,6.843446820546722
48238_prestress,pre,long,431981.24990370707,816.0,5.952214471258256
48238_prestress,pre,long,438574.5656363979,932.0,5.439721381629355
48238_prestress,pre,long,449338.8105226186,597.0,5.182466192336442
48238_prestress,pre,long,456400.4887516412,521.0,4.615422021712261
48238_prestress,pre,long,462716.87445458886,772.0,3.950911669707102
48238_prestress,pre,long,469610.297995494,634.0,7.147897025813804
48238_prestress,pre,long,475971.7510084547,507.0,6.843942456885799
48238_prestress,pre,long,482186.6496375251,765.0,6.396661884278186
48238_prestress,pre,long,488753.89861603343,362.0,5.760293719932552
48238_prestress,pre,long,495464.9595650062,754.0,4.853821588764729
48238_prestress,pre,long,506058.54195414484,680.0,4.2240126283072295
48238_prestress,pre,long,513573.4539752948,834.0,7.023565166471734
48238_prestress,pre,long,520582.7253237112,513.0,6.782186891378036
48238_prestress,pre,long,527536.9753731902,621.0,7.002681522651241
